序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
88,249865229249,250362168640,二级评论,14117528,鸡肉味嘎嘣脆的锅巴,6,保密,回复 @难得自甲 :一般只有狗会立个牌子写上“内有恶犬，生人勿近”，告诉那些试图进入自己空间的人，自己是多么的凶恶，多么的会咬人。,2024-12-22 05:49:15,0,0,。,辽宁,是,https://i2.hdslb.com/bfs/face/c73d7020434ebf3e03f71791eecc106a91152d38.jpg
89,249848855409,250362404336,二级评论,40117313,无敌的开水壶,5,男,回复 @supersoar :利润高个锤子，大部分医院现在都是半死不活的状态,2024-12-22 05:52:34,0,0,嘟嘟嘟,安徽,否,https://i2.hdslb.com/bfs/face/fbe81db1baeee2a0de156eb068995ef570307b96.jpg
90,250342061632,249993882593,二级评论,20356897,啥软,5,保密,回复 @塔克隊龍五郎 :？,2024-12-23 12:49:23,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/59e986f72add7faf552e3fe462d1a03c32da52ba.jpg
91,0,249841981857,一级评论,10128380,啊硕君,6,保密,那裁掉的人去哪里去干什么呢。凭空消失么[微笑],2024-12-21 15:02:44,1,2,,浙江,是,http://i2.hdslb.com/bfs/face/c481bbe880dd3ae8979902cd2308e891dbaa350a.jpg
92,249841981857,249880950433,二级评论,33891875,realedghj,5,男,等四年后再慢慢找回来呗,2024-12-22 05:09:57,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/cd6da5c79ebd2f75002f4fd15b6587332fc3c3a0.jpg
93,0,250278740256,一级评论,16360011,1E4DME,6,保密,没光的屋子里，连烛光都是刺眼的,2024-12-21 07:32:44,0,0,try me :),湖南,否,https://i0.hdslb.com/bfs/face/e80ab7077b2e0d746d5e74f12f1829a630bf3dcb.jpg
94,0,250278044928,一级评论,1216155644,泡泡糖星人,5,保密,五老星头顶上还有伊姆大人,2024-12-21 07:22:21,0,0,,山东,否,https://i2.hdslb.com/bfs/face/7363fee47bf047677bbdcedcb09188969c5bdd86.jpg
95,0,250273285792,一级评论,31072118,huaidoudou,5,保密,禁止堕胎。被强奸了也禁止堕胎。这是人能想出来的法律？？？这是嫌女的被伤害一次不够。还要生下犯罪分子的孩子一辈子受伤害？有的法案世俗化。有的法案又宗教化。真的是离谱。,2024-12-21 06:14:21,0,6,,河南,否,https://i2.hdslb.com/bfs/face/e5cb2f45e257f337c756521bd73c56814443c8c0.jpg
96,0,250272052832,一级评论,419830502,血酬定律,6,保密,"如果你是美国人，可能觉得这些都对。
但是你不是。",2024-12-21 05:59:54,0,0,经常吃饭身体好。,天津,是,https://i2.hdslb.com/bfs/face/f03987f7494e870be6081f637f941c6db81ced12.jpg
97,0,250271322912,一级评论,448305910,会刷牙的猫熊,5,保密,鲨臂,2024-12-21 05:49:07,0,0,,贵州,否,https://i1.hdslb.com/bfs/face/563da1e098fb84ac349406696c7a43de501ea3fc.jpg
98,0,250268787888,一级评论,178319841,爱放屁的乐乐_,6,男,插播一条关于校园霸凌事件，【12.17学生坠楼案后续-哔哩哔哩】 https://b23.tv/1L2aZ7u,2024-12-21 05:16:07,0,0,"乐乐不要在颓废下去了，从新振作起来，找回梦想的动力，克制住不健康的多巴胺！（唤醒健康的多巴胺）
自律起来‼️",浙江,否,https://i0.hdslb.com/bfs/face/65c6e134c75b4d0264eb617b53a012677efed44f.jpg
99,0,250265662784,一级评论,385730741,SsciNoi,5,保密,没有选狙就没有这些麻烦了[吃瓜],2024-12-21 04:41:26,0,0,,四川,否,https://i2.hdslb.com/bfs/face/f9736a140cf1e99e91e58ed27043d2ef423da76c.jpg
100,0,250265068192,一级评论,415743803,龙文图斯,5,保密,不遑多让,2024-12-21 04:34:05,0,0,追着咬的人将看到此行,上海,是,https://i2.hdslb.com/bfs/face/727efb55a1c983cbdf326566e081e9cf60c0bf9d.jpg
101,0,249789748305,一级评论,36951682,苏夜鲤,6,男,ai取代基层公务员。那要真正的强人工智能。就现在的基于大数据训练而成的大模型，更多的是起辅助决策的作用,2024-12-21 04:04:44,0,2,安能摧眉折腰事权贵，使我不得开心颜,安徽,是,https://i1.hdslb.com/bfs/face/91233e4f30ae650c56293fc9490ab16a3bebed03.jpg
102,0,249789775793,一级评论,36951682,苏夜鲤,6,男,冗官冗兵,2024-12-21 04:02:16,0,0,安能摧眉折腰事权贵，使我不得开心颜,安徽,是,https://i1.hdslb.com/bfs/face/91233e4f30ae650c56293fc9490ab16a3bebed03.jpg
103,0,250261937520,一级评论,37026313,游戏见手青,5,保密,三圈合一，至高懂王[笑哭],2024-12-21 03:59:47,0,0,见手青，因牛肝菌伤后变为靛蓝色故而得名，物种数量庞大，隶属于牛肝菌科，大部分归到牛肝菌属，也有其他一些属。如：黄柄牛肝菌属、绒盖牛肝菌属等,广东,否,https://i1.hdslb.com/bfs/face/16db42ef738350a436a8028fe7493c3558f5a51b.jpg
104,0,250260972272,一级评论,479374640,最后的没事干人,5,保密,懂王复兴,2024-12-21 03:48:37,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
105,0,249788347105,一级评论,383892679,账号已注销,0,保密,这不是美版撒切尔吗？骂撒切尔的时候，一群说政客只是一群没有实践经验的素人，只是会演讲，关心选票而已，必须要公务员的帮忙。现在又支持懂王了？老英建制派就不是建制派了？撒切尔毁灭了这系统，一群人又说她毁了英国，那懂王不是要毁了美国吗？,2024-12-21 03:44:00,0,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
106,0,249784481921,一级评论,267696666,你好请叫我橘座,5,保密,毁灭🦑🦑🦑,2024-12-21 02:47:32,0,0,,陕西,否,https://i0.hdslb.com/bfs/face/a206fae7f2f4e1898db4a4aa50e05afaf28879bc.jpg
107,0,250253362368,一级评论,23701938,过了装逼年纪,6,保密,吉姆哈克40年前早就已经实验过了。,2024-12-21 01:57:36,0,0,,江苏,否,http://i0.hdslb.com/bfs/face/cbc22581e2751253f01d602ed252fb5a06ea398e.jpg
108,0,249775847873,一级评论,213668389,没啥-纯属运气好,5,保密,注定脑洞大开的懂王,2024-12-20 23:51:39,0,0,,安徽,否,https://i1.hdslb.com/bfs/face/1050429e6c8a130031938f073b5d117ee0a62e02.jpg
109,0,249775494257,一级评论,216854574,侠少唐方一战,6,保密,这算不算破拆大漂亮的门阀体系,2024-12-20 23:42:29,0,0,,湖北,是,https://i0.hdslb.com/bfs/face/4b997fc1c2b802bdfa61e5da256d06a48228fe5a.jpg
110,0,249775340321,一级评论,12894268,Insomnialvy,5,保密,还挺关心外面事儿的哈哈哈,2024-12-20 23:35:52,2,2,,新西兰,是,https://i1.hdslb.com/bfs/face/ad358c4cf866edb61d43ddb6cf6d8c6e6aa3e1e2.jpg
111,249775340321,250272279296,二级评论,419830502,血酬定律,6,保密,知己知彼，百战不殆。,2024-12-21 06:01:58,0,2,经常吃饭身体好。,天津,是,https://i2.hdslb.com/bfs/face/f03987f7494e870be6081f637f941c6db81ced12.jpg
112,249775340321,249827611361,二级评论,491954295,晨雨盖飞烟,5,保密,这不是怕你们海外游子过不好吗,2024-12-21 12:16:51,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
113,0,250246464528,一级评论,601575108,哈基米你蜜蜂,5,保密,医院领导一个安检机招标几十万六哦，老公是管医生，老婆是管护士，什么时候来查查？全唐嘛的都是本地人一家人在医院里面上班,2024-12-20 23:26:12,0,1,,广东,否,https://i0.hdslb.com/bfs/face/2142a0050b8fcf832cf3b56e29928c5065f51b03.jpg
114,0,250246380800,一级评论,1722077647,我就是心系汉唐,5,保密,严厉打击LGBT那些恶心的人类败类本来就是马国复兴的重要手段之一。,2024-12-20 23:20:30,0,0,,湖北,是,https://i1.hdslb.com/bfs/face/19aa53cf2f38792dd1439c59e27e9ca2b318d9ab.jpg
115,0,250237749136,一级评论,34962725,hua70616,5,保密,美国李自成要来了,2024-12-20 17:12:49,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/00b05da9b3e57e4c487cc2a7853536eaa4b584b4.png
116,0,250197248528,一级评论,431646411,醉猩猩111,5,保密,交通和卫生大改吧,2024-12-20 09:45:31,0,0,,吉林,是,https://i0.hdslb.com/bfs/face/6e022e2c49d7b43a43405eabd6efa39c424f1103.jpg
117,0,249877805328,一级评论,3493088204950321,六元七角,5,男,我看他怎么碰一鼻子灰[星星眼],2024-12-16 14:28:54,0,0,羡慕t3000,山东,否,https://i1.hdslb.com/bfs/face/49272137f05c8a818984c75f242e582dfde70f90.jpg
118,0,248452933505,一级评论,3546812875016671,至清至查无鱼无徒,2,保密,中国的建制派那,2024-12-04 23:44:02,0,0,,河南,否,https://i1.hdslb.com/bfs/face/e2a25e5ed23541c23cf4219d97858ebb724173f1.jpg
119,0,248627418736,一级评论,1964461724,a461624201小知了,6,保密,"乾隆拿和珅没办法,拿纪晓岚也没办法.特朗普只有4年任期,经验更少.所以昙花一现.",2024-12-02 07:14:16,0,1,,陕西,否,https://i2.hdslb.com/bfs/face/ea1a7dd1102df36117d685b60eeca57a42e52134.jpg
120,0,248475976096,一级评论,385056826,BiBi218,5,男,美国2400万公务员，印度2100万公务员，中国800万公务员+3500万事业编（包含教师编和医护编）,2024-11-30 12:25:10,0,0,W,江苏,否,https://i1.hdslb.com/bfs/face/6e66d7062ff52524247aecfd936cda41fb799edf.jpg
121,0,247743731649,一级评论,14032366,不懂momo,6,保密,现在美国都快不像一个国家了,2024-11-26 04:59:19,0,0,,广东,否,http://i1.hdslb.com/bfs/face/cd50112d211f9d0207971f9af5861b6f5b6c1d47.jpg
122,0,247703673825,一级评论,578157691,魔界大圣无情,5,男,深层政府能毁了老美 总统就提线木偶,2024-11-25 13:52:54,0,0,现在的我已死，我要换新身份王者归来 收割财富把失去尊严和尊重抢回来让那些人给我俯首称臣 要把他们戏耍于股掌之间让他变成蝼蚁任我鱼肉,湖北,是,https://i1.hdslb.com/bfs/face/5257beead9c78fe4026bc3a23211e53bb6f5a6c1.jpg
123,0,247703317393,一级评论,578157691,魔界大圣无情,5,男,整顿吏治 清朝的剧本,2024-11-25 13:47:37,0,0,现在的我已死，我要换新身份王者归来 收割财富把失去尊严和尊重抢回来让那些人给我俯首称臣 要把他们戏耍于股掌之间让他变成蝼蚁任我鱼肉,湖北,是,https://i1.hdslb.com/bfs/face/5257beead9c78fe4026bc3a23211e53bb6f5a6c1.jpg
124,0,248008621296,一级评论,29277112,hzlmax,5,保密,特朗普能动的最多也就280万的联邦公务员！各州，各郡，市，县公务员他动不了。那是人家自己财政支出的事。还有200万国民警卫队他也动不了。联邦制国家，总统国内权力太小,2024-11-25 01:32:22,0,0,,上海,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
125,0,247651682849,一级评论,123129796,七七七粽,6,保密,如果川普的改革方向确如UP所说，那只能祈祷他别坐敞篷车了,2024-11-25 01:00:34,0,0,永远保持童心,陕西,是,https://i1.hdslb.com/bfs/baselabs/48d61b74660137dea84c6e5c96f01eb5da79bbdc.png
126,0,247630164417,一级评论,432254567,瞌仔,5,男,积重难返，任重道远,2024-11-24 14:48:36,0,1,"被无情裁人后
假装努力振作
高中数学主讲老师",陕西,否,https://i2.hdslb.com/bfs/face/df0794430e1e903e3f99003557274410561e6b22.jpg
127,0,247615238305,一级评论,1432435194,CNWX-小草,4,保密,抄家伙，干啊，枪杆子里出岗位！,2024-11-24 11:47:35,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/c9f782f7aa48a91cd1fc5f23d3d747f122be8ea0.jpg
128,0,247574653777,一级评论,3493259215112595,不必问天机的施主,5,保密,美国联邦政府的雇员（公务员）满打满才300万人，这是特朗普理论上可以碰得到的。剩下的500万州政府雇员和1400万地方政府雇员，他是碰不到的，别人都是独立运行的。,2024-11-24 02:51:05,0,0,,澳大利亚,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
129,0,247421829409,一级评论,351767280,牛肉串deep_ried_be,5,保密,就是不知道ar15步枪是否会再次改变世界格局了。,2024-11-22 07:10:40,0,0,咸鱼干,广东,否,https://i0.hdslb.com/bfs/face/7b8899a334394013f7e957681fd18132be3462ec.jpg
130,0,247639918928,一级评论,3546751891933200,三重刀,3,男,但可是 美国各政党之间 是有一致的政治观点的 比如对外政策,2024-11-20 15:10:06,0,0,,内蒙古,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
131,0,247593107360,一级评论,521968432,灵池街,5,保密,"我认为AI可能是这世界最后的解药。
二战以后，全球的金融政治被改造成了
专家都看不懂，，学者都研究不明白，人类史上最复杂最臃肿，最盘根错节的金融体系。
而这些金融体系，是由少数的相关利益团伙，
少数的相关得益方以看不见的形式疯狂敛财的手段之一。任何国家和个人想要改变它挑战它，只要牵涉到人都逃不出这个利益集团的拉拢和腐蚀。
但AI可以，AI的庞大算力可以将哪些草蛇灰线全部整合计算清楚，某种意义上，如果绝对公平的AI，是站在整个人类的一边或者是站在人工智能的一边都无所谓，率先要倒霉的，要瓦解的，不会是普通人的生活，而是富豪权贵的。
但AI也有可能是站在富豪的一边。为他们堵住漏洞，建立堡垒。那才是人类世界的噩梦。",2024-11-20 05:01:49,0,0,,宁夏,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
132,0,247252315729,一级评论,332296068,疯狂电话哥,5,保密,裁员只是借口，重组洗牌才是目的，权力要进一步凝聚，才能更好的施政。裁掉的，必然是对手盘，自身盘只会加强。[阴险],2024-11-20 04:35:32,0,1,,北京,否,https://i0.hdslb.com/bfs/face/bf12cf8e04684018d7585c444d94efd57846aab7.jpg
133,0,247159897841,一级评论,269258,紫夜葬侯,6,保密,[doge],2024-11-19 01:25:59,0,0,,山西,否,https://i2.hdslb.com/bfs/face/318897959ee1df7f6a9c46ae47071286a1443226.jpg
134,0,247492994640,一级评论,389269249,wululu小牧师,5,男,特朗普那么激进，估计会被多次暗杀,2024-11-19 00:58:07,0,0,,上海,是,https://i1.hdslb.com/bfs/face/504ddcb6667e628c261a4176701570de8e78b86f.jpg
135,0,247121957537,一级评论,3039097,麦迪文武不全,6,保密,联邦制凭什么中央集权？,2024-11-18 11:39:54,1,1,"
",山东,否,https://i1.hdslb.com/bfs/face/913248e14196f125b83b1e0aec6291831d794838.jpg
136,247121957537,247628201520,二级评论,315610317,-在-人-间-,5,保密,因为联邦的所有人想集权。,2024-11-20 12:55:24,0,0,,甘肃,否,https://i0.hdslb.com/bfs/face/149f643807d3777efe7fc7bb7f24db0683beda5e.jpg
137,0,247350964208,一级评论,15879321,恶童李慕玄,6,保密,一个个公共,2024-11-17 07:10:48,0,0,那是他们易染,江苏,否,https://i0.hdslb.com/bfs/face/f5c2ba277b8bbbdc81839a1e784c47f5ddae1c17.jpg
138,0,247347104560,一级评论,3546650213616404,大多数3,3,保密,如果天神也会废物。时间是现在。时间一定是现在。,2024-11-17 06:18:10,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
139,0,247346989040,一级评论,3546650213616404,大多数3,3,保密,回避权利等事务。才能回避战争玄武。才能自由。,2024-11-17 06:16:42,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
140,0,247346686288,一级评论,3546650213616404,大多数3,3,保密,动漫影视当中不应该有刺激消费等原因。,2024-11-17 06:12:08,0,0,,黑龙江,否,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
141,0,247330638640,一级评论,3546591025695044,enderblo,4,保密,如果真是这样，美国可能变成下一个俄罗斯,2024-11-17 03:00:44,0,0,"#!/bin/bash
   am start --user 0 -n com.tencent.mobileqq/com.tencent.m",广西,否,https://i2.hdslb.com/bfs/face/131978c37641ad789c0620354c6eedb14c54dbb1.jpg
142,0,247328135696,一级评论,93937643,戴维-刘,6,保密,川宣王,2024-11-17 02:24:52,0,1,,北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
143,0,247308011440,一级评论,138130730,古巨圾,6,保密,美国的问题不是公务员太多，而是就业岗位太少，强大的制造业和金融是不可能同时存在于一个国家里的,2024-11-16 16:48:16,0,0,"The human mind, fragile, like a robin's egg......",湖北,否,https://i2.hdslb.com/bfs/face/3b5d1a7c51b782290534109ffe46ea155aea00db.jpg
144,0,246955707793,一级评论,3546668981029795,哦呀牙牙医啊,3,保密,谁敢动既得者的利益，谁动谁死,2024-11-16 11:56:18,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
145,0,247234677024,一级评论,431805246,阿美利姐,6,保密,明确说，我认为他们这样干会玩脱,2024-11-16 01:55:23,0,0,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
146,0,246901438529,一级评论,19693190,汉唐遗音,6,男,老马只能裁那700万联邦公务员里的人，各州的2300万它可动不了~~[滑稽],2024-11-15 21:12:26,1,6,这个人真的很神秘，他就是什么也没有写，汝之奈何……,浙江,否,https://i2.hdslb.com/bfs/face/3f7a29570b336b82939def2f94355806a8f4a438.jpg
147,246901438529,246901590209,二级评论,19693190,汉唐遗音,6,男,名义上的有编制的联邦公务员是200多万，但是还有外围同样吃联邦财政补贴的至少5~600万非编制人员。[OK],2024-11-15 21:17:08,0,2,这个人真的很神秘，他就是什么也没有写，汝之奈何……,浙江,否,https://i2.hdslb.com/bfs/face/3f7a29570b336b82939def2f94355806a8f4a438.jpg
148,0,247192491408,一级评论,382330347,42016835502_bili,6,保密,这么看，懂王这次就是带着王侯将相宁有种乎的思路来的,2024-11-15 11:45:44,0,2,,北京,是,http://i0.hdslb.com/bfs/face/2132c18aea3d4e480da3feb2467a776735bbffa6.jpg
