序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
90,0,247466298593,一级评论,397882453,舞逸凡世,5,保密,"自己同事落井下石羞辱自己否定自己，输赢不所谓
结果是自己从政坛全身而退，自己儿子保住了，同事大败亏输输了等同证明换自己下去是错误的，自己政策方案不至于被同党人全方面否定自己四年的执政，而是被对党的去掉属于正常情况，对自己最好的结果",2024-11-22 16:24:46,0,0,何不乘风起,陕西,是,https://i1.hdslb.com/bfs/face/b6916ee4b87b63d8ebf227245f2e5d56abf0b6bd.jpg
91,0,247773683392,一级评论,14832131,李安平丶大帝,6,男,被新冠笑死我了,2024-11-22 08:37:43,0,1,平凡无聊的人,新疆,否,https://i2.hdslb.com/bfs/face/cb7d05014dbc5230f3472c0dfcd871b5299ff3bc.jpg
92,0,247418208177,一级评论,520887085,悲伤浅笑--,5,保密,装傻了4年，终于卸下包袱了 能不开心吗,2024-11-22 06:09:28,0,0,,北京,否,https://i1.hdslb.com/bfs/face/6e24dc3929c0f4a2982277068cc76d12b0e0f4c6.jpg
93,0,247416526961,一级评论,512209168,封号小天才,5,保密,美国版八王议政,2024-11-22 05:42:25,0,0,,甘肃,否,https://i1.hdslb.com/bfs/face/e5cb2f45e257f337c756521bd73c56814443c8c0.jpg
94,0,247727025856,一级评论,45426840,小王子的玫瑰ll,5,保密,[doge]82岁……终于特么熬退休了，能不高兴吗？,2024-11-21 16:32:26,0,0,曲终人散，潇洒离开,北京,是,https://i0.hdslb.com/bfs/face/24c0f5ae26684e45b6703758d8ac9f27d0e7cec5.jpg
95,0,247679813616,一级评论,1616730,幽灵海星使风酱,6,保密,拜登是真老了没办法,2024-11-21 05:57:36,0,0,,福建,是,https://i0.hdslb.com/bfs/face/4fd1050185b6727e4608861dcbf5ca53464de996.jpg
96,0,247319482241,一级评论,3546782088825583,事要偷偷干,3,保密,拜登的反应真让人啼笑皆非，有兴趣的宝子可以用沉浸式翻译插件浏览油管上拜登和川普会晤原视频，了解外国网友对拜登的后续分析[妙啊],2024-11-21 01:09:55,0,1,,上海,否,https://i1.hdslb.com/bfs/face/c1a5edca3680625e0af46e4b0c89de7b99f4f424.jpg
97,0,247607401680,一级评论,1947192211,独啸山岭,5,男,老登：是你们输了，我可没输！,2024-11-20 08:45:05,0,0,一切有为法 如梦幻泡影 如雾亦如电 应作如是观,天津,否,https://i1.hdslb.com/bfs/face/e9a29bf075c7febfab95cb0821c8ec1d09369bb2.jpg
98,0,247243687553,一级评论,351991787,幽虚梦,6,男,共和党里边肯定有民主党的人，奥巴马野心很强,2024-11-20 02:35:53,0,0,,内蒙古,是,https://i2.hdslb.com/bfs/face/9fbf387ede2588e4db42217b91b3bb00c18cdce7.jpg
99,0,247229769457,一级评论,2031521881,幽玄ノ乱,5,保密,「被逐出隊伍的前總統 ~幫助宿敵展開復仇人生~ 」,2024-11-19 18:24:49,0,1,ニジイロ2024 八段,马来西亚,否,https://i1.hdslb.com/bfs/face/d3caada79743b90d611d7b18540edb35840506eb.jpg
100,0,247566654640,一级评论,210422411,调频FM950,6,保密,老登：哼，所谓的奥斯卡在我眼里只能算是过家家，我才是真正的奥斯卡影帝，他们演不好不会死，而我演不好早就没了。,2024-11-19 18:04:27,0,1,一切都将逝去，只有死神永生。,广西,否,https://i2.hdslb.com/bfs/face/41972eae9f56e29a46ba59808baa061abd4db558.jpg
101,0,247218461553,一级评论,13298952,原来是神明阿,6,男,来看看,2024-11-19 15:16:37,0,0,,浙江,是,https://i0.hdslb.com/bfs/face/98d3ce9d8c2d2419c8ca7d7683e559871523fa12.jpg
102,0,247538550448,一级评论,495081840,123海阔天空321,5,保密,[脱单doge],2024-11-19 12:01:53,0,0,唯有沉默是最高的轻蔑——鲁迅《半夏小集》,河南,否,https://i0.hdslb.com/bfs/face/2c506dcf0b6507041b0bfafea7505cb1badf6ccd.jpg
103,0,247523819360,一级评论,1005378049,桂宫门外挽星河,5,保密,乔的笑[doge],2024-11-19 08:57:10,0,0,,北京,是,https://i1.hdslb.com/bfs/baselabs/0a4aedf9b28836317da90ac8fce9c3c9c3443690.png
104,0,247184967793,一级评论,404598068,一-嬴政-一,5,男,还记得之前白宫医生一直说的吗 :拜登总统的身体一直很健康没有问题[doge],2024-11-19 08:05:23,0,9,,江西,否,https://i2.hdslb.com/bfs/face/7adbbc886b19d4cc4bd5396ccf6e7a26e822ba49.jpg
105,0,247178057777,一级评论,377599664,maozi6688,4,保密,你是江平舟，我是江平,2024-11-19 06:03:29,0,0,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
106,0,247165455169,一级评论,23684860,夜猫少爷萌缔,6,男,家里有痴呆老人的就明白了。拜登80岁那些老年痴呆的症状和真正的老年痴呆比起来。太轻了。,2024-11-19 03:03:39,0,1,查成分？查查你的。,澳大利亚,是,https://i1.hdslb.com/bfs/face/61d0a1c13fdf527a2e756fbf5e3460701b1fec8b.jpg
107,0,247165097809,一级评论,472531960,可耐英冰淇淋,4,保密,如果拜登战败，拜登可能会通俄门，直接闪击美国,2024-11-19 02:58:36,0,0,,广西,否,https://i1.hdslb.com/bfs/face/d706d6b7a234af78708242723d4bde5608279bcc.jpg
108,0,247147132801,一级评论,17377193,轩辕煜琞,6,男,拜登:我和川普一共只能打两次，第一次我赢了，第二次我没输。,2024-11-18 17:05:35,0,0,滚滚长江东逝水，浪花淘尽英雄。是非成败转头空，青山依旧在，几度夕阳红。,江苏,否,https://i2.hdslb.com/bfs/face/fb5169470a3372b024284d268d794d8a86a6e839.jpg
109,0,247480777808,一级评论,336455219,i-no-lucky,6,男,拜登估计也是想开了我觉得，虽然是被迫的，但是在躺这摊浑水还真不如早早享受退休生活，毕竟都这么老的人了,2024-11-18 17:04:02,0,0,我永远是好朋友部的铁杆推！！！！,河北,是,https://i2.hdslb.com/bfs/face/ea80956a64b76bca70c24f4a9d8418b8055859d2.jpg
110,0,247133523809,一级评论,104631459,喜爱覆面男妈的淑女,6,保密,不想说什么马后炮的话，见证历史,2024-11-18 14:03:53,0,0,直到在那开阔之路上遇见你，终于我的心开始唱吟,广西,否,https://i0.hdslb.com/bfs/face/11d9f245400c768d0e63e1da41d5ed0e2324ce9e.webp
111,0,247103378961,一级评论,1525761698,前朝的乙烯,4,男,見證歷史,2024-11-18 07:21:12,0,0,我恨台獨 不想再被地域歧視,中国台湾,否,https://i2.hdslb.com/bfs/face/abbcbade7190b0c592eb9dc1fb41298b7df95479.jpg
112,0,247102851713,一级评论,485752574,霍恩海姆BJ,5,保密,"是的，四年来，我也曾无数次嘲笑老登。甚至鄙视和唾弃他。
直到这次，老特胜出后，这家伙居然露出了发自内心的喜悦和笑容。
整个人年轻了十岁，走路也利索了，腿脚也灵便了，说话也流利了，逻辑语速也正常了。

再一细品，他四年来，永远是登机和上楼时出状况，步履蹒跚，一跪一登。
而下楼，这家伙从没出过状况。

我突然深刻的反省和意识到，这个集全美最年轻议员和最年长总统于一身的家伙，是有多厉害。

不但不呆，精的像猴。影帝。佩服！！！！",2024-11-18 07:13:19,0,1,,北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
113,0,247102512641,一级评论,485752574,霍恩海姆BJ,5,保密,"老登啊~~~佩服。一开始以为他傻，痴呆
现在我觉得是我傻~~哈哈哈哈哈哈 。姜，还很是老的辣",2024-11-18 07:06:24,0,0,,北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
114,0,247101984529,一级评论,485752574,霍恩海姆BJ,5,保密,"没错，这四年来，我一直嘲笑稀宗。甚至唾弃和鄙视他。
直到这次老特胜选，他居然露出了神清气爽的笑容。
眼神也清澈了，容光也焕发了。说话不磕吧了，腿脚也利索了。再联想之前这家伙永远是上楼和登机时步履蹒跚，一跪一登。
但下楼却从没出过状况。我突然意识到，这个在大气层的集“全美最年轻议员+最年长总统“的家伙，究竟有多厉害。

好家伙，一点不痴呆，反而精的很
影帝，佩服。姜，还是老的辣。曾经4年的这个总统，他其实也当之无愧。",2024-11-18 06:58:06,1,2,,北京,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
115,247101984529,247895349024,二级评论,399490307,鳝有鳝鲍,4,保密,"白宫医生：黑子说话
想想老登下楼没有摔过，因为下楼可能真会出事",2024-11-23 14:47:46,0,0,,重庆,否,https://i2.hdslb.com/bfs/face/21e74bbbaeb8ad13aa31bb3be4cdd70a18f1b36e.jpg
116,0,247433245456,一级评论,1297797034,bili_47339639551,5,保密,拜登只是个被犹太资本控制的老人，现在自由了，当然高兴了。😅,2024-11-18 06:46:08,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
117,0,247096319409,一级评论,668442282,小迪茜茜,3,保密,拜登与川普的会面，表面看是要为新主与后主的权力即将交接时的客气，实则是两位都为自己的这盘棋下的太好而开怀大笑。感兴趣的网友可以通过沉浸式翻译插件去查看油管上两人会晤的原视频，以及关注外国网友对拜登的后续分析。,2024-11-18 05:23:25,0,5,,江西,否,https://i0.hdslb.com/bfs/face/22479c381ddbd7a4beca948a88f680e709fbbbf2.jpg
118,0,247427870752,一级评论,334728138,夏日飞行,5,女,突然一下拜登就洗白了  ？？？,2024-11-18 05:20:38,1,0,,安徽,否,https://i0.hdslb.com/bfs/face/dc91bf36a97a1a1682fdc300cbd7eff234ee2f46.jpg
119,247427870752,247688095825,二级评论,509978081,在易北河岸,5,保密,应该是震惊吧，想不到这个人四年一直在装傻,2024-11-25 10:37:11,0,0,,山西,否,https://i2.hdslb.com/bfs/face/696d05772cbdd5a819bb118f155e33ec91daf387.jpg
120,0,247084904513,一级评论,1665991,风动无痕,6,保密,不管拜登前面是否在演，现在都要摆出“能饭”的状态，谁特么喜欢躺在病床上还被拉出站台[无语],2024-11-18 02:42:29,0,0,为了快乐，远离憨憨,江苏,是,http://i1.hdslb.com/bfs/face/48ee60b3a946d2177bad4714853dfbba3ec8c1a4.jpg
121,0,247397398768,一级评论,37908329,中出叛徒,6,男,不当总统了老年痴呆都治好了,2024-11-17 16:46:13,0,1,见性志诚，念念回首处，即是灵山。,缅甸,否,https://i2.hdslb.com/bfs/face/2abbc0334b2afaf58ad25c6a1c41b3813df0d40f.jpg
122,0,247057675905,一级评论,233253663,ATokaku,5,保密,你看看这位老登就很能装糊涂,2024-11-17 14:46:35,0,0,,福建,是,https://i0.hdslb.com/bfs/face/63874c2ccd337619d888502372fe37b3e3017329.jpg
123,0,247053134193,一级评论,582207265,Sankari-chr,5,保密,"我怀疑老登子一开始是想竞选总统的
后面选上了，发现党内资本要整大活
恰好某天早上睡眠不足，讲话的时候打了会儿瞌睡，忽然间想出的点子，只要自己一直假装不可靠，在下一把总统竞选，暗中帮助川，不就能防止被清算吗
这样就可以解释为什么他在这一回的总统竞选之前的演讲都表示的这么马马虎虎，反而在竞选完之后就显得生龙活虎",2024-11-17 13:51:34,0,1,"所有我感到的愉悦，所有我感到的幸福
全部被我摆回到了书架上
因为我现在明白了＂世上不存在英雄＂
一切都只是...",湖南,否,https://i1.hdslb.com/bfs/face/9aed37c8868fe2942c7b4028f82779085bc6180c.jpg
124,0,247045833169,一级评论,22437980,モモンガ様,6,保密,民主党都是犹太财团的代言人罢了，实际上有比他们更新的组织试图利用特朗普的红脖子民粹团体来成为棋手，那就是马斯克代表的硅谷科学教。,2024-11-17 12:23:27,0,0,,新疆,是,http://i2.hdslb.com/bfs/face/f6f3c8f99d40d794e528680f5e50bd36ae6e1cad.jpg
125,0,247372913712,一级评论,407141948,东方神鹫,6,保密,美利坚名画[滑稽]BV1xQ4y1P7ba,2024-11-17 11:49:51,0,0,,四川,是,http://i2.hdslb.com/bfs/face/a06f15323537a55f5b4463e5201f9375fd9ba3d6.jpg
126,0,247371336144,一级评论,1255853144,红温的名字已存在,2,保密,冷战时期的老政客了 黑起来反手把明主党踢下去,2024-11-17 11:32:02,0,0,,河北,否,https://i2.hdslb.com/bfs/face/46fc526265bec5ec14a65a20417af71afcb128d0.jpg
127,0,247349838160,一级评论,3563606,蓬莱山鸡,3,保密,太年轻是要吃枪子的,2024-11-17 06:57:25,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/ec398bb94310867c124a75fa7be9b6f9d74cd590.jpg
128,0,247332202560,一级评论,520514836,恐怖如斯_bb,5,保密,拜登越看越伟大了，孤身一人狙击白左，帮助懂王统一共和党，建立MAGA的荣光。 如果没有拜登，懂王就算四年前连任了，也是个被党内背刺的坡脚鸭,2024-11-17 03:21:19,0,1,专业分享没用的技能,上海,是,https://i1.hdslb.com/bfs/face/7b3a32042db5f2801abc9724cc885bdf461b9e43.jpg
129,0,247330517392,一级评论,103501620,色色专用小号,4,保密,[大笑],2024-11-17 02:57:06,0,0,,河南,否,https://i0.hdslb.com/bfs/face/f457ba3d3ceda0dac4ee0cf80caab74daaf70c4d.jpg
130,0,247321909904,一级评论,187208739,霒蝕君-無月,6,保密,拜登：南村群童欺我老无力！又岂知我老骥伏枥，志在千里！今日，便叫吾等自食恶果！[doge],2024-11-17 00:37:47,0,3,,浙江,否,https://i0.hdslb.com/bfs/face/f3bd2aa311b53e2213f76155cca7cf004237b35c.jpg
131,0,247316732496,一级评论,191314433,白芷丶千凌,5,男,白宫医生：我之前不是检查过拜登没有老年痴呆吗，怎么没人信我[微笑],2024-11-16 20:32:32,1,29,透，嘿嘿，浅仓透,广东,否,https://i2.hdslb.com/bfs/face/0be3c29a2fcd48c44252fef56f3c7185a3e40a34.jpg
132,247316732496,247655401521,二级评论,495712296,雨夜捉鬼人,5,保密,事实证明还得遵医嘱[doge],2024-11-25 02:18:11,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/1e7a83787a6c06fb89cfa2a207c77a8abf2ca5a2.jpg
133,0,246987392097,一级评论,350817281,诶次密,6,保密,下班了谁不高兴[doge],2024-11-16 19:11:38,0,0,,新疆,是,https://i2.hdslb.com/bfs/face/6be416f54b5b29d6e3edb223c5b904c6b000af1b.jpg
134,0,247297957888,一级评论,3546774333556804,账号已注销,0,保密,还不是因为拜登表现太差了，无论是自己在政的政绩还是演讲的时候的老年痴呆，金主也不傻呀。,2024-11-16 14:51:35,0,0,,河南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
135,0,247294438624,一级评论,3546625039403141,星神之力,4,男,而且，现在的世界政治普遍都很老龄化，他这一上台显得美国政治更加老龄化。,2024-11-16 14:15:18,0,2,盛在仙舟,河南,否,https://i2.hdslb.com/bfs/face/f3c7f7b508893c19b174f6cfd75e6fdd1b84837e.jpg
136,0,247294418336,一级评论,3546625039403141,星神之力,4,男,"我认为他不适合当美国总统，因为年纪太大了，78岁啊！按道理这个时候就已经要离开政治了。
虽然拜登当了4年的美国总统，但讲实在的，他这个总统的存在感在我心里就很低。说起美国总统，我首先会想到奥巴马特朗普这一类的。拜登给我一种感觉，那就是当了几年的副手终于转正了那种感觉一样。年龄能力存在感都不适合当总统。",2024-11-16 14:14:33,0,4,盛在仙舟,河南,否,https://i2.hdslb.com/bfs/face/f3c7f7b508893c19b174f6cfd75e6fdd1b84837e.jpg
137,0,246959885857,一级评论,3493106016061465,北月如风,3,保密,不止 哈哈姐 父亲是共产主义者 女儿是亲巴勒斯坦 成员,2024-11-16 12:46:10,0,0,,北京,否,https://i1.hdslb.com/bfs/face/68c649028157e1f59bd528c6690b0db96d4704b8.jpg
138,0,247267990928,一级评论,593489916,南浦沈巷玉,4,女,白宫医生: 黑子叫啊,2024-11-16 09:19:01,0,1,,广东,是,https://i0.hdslb.com/bfs/face/6f49fef0e9ce64c59156d5947bdc23b4001df362.jpg
139,0,247266232240,一级评论,1726640417,1月份的屠刀死神,5,男,关键是拜登真不容易了，一把年纪了爷爷辈的操心这么一大滩子事,2024-11-16 08:55:56,0,0,,辽宁,否,https://i2.hdslb.com/bfs/face/a308443d36d9bc9f37d8941a27df53416ea79924.jpg
140,0,246940299457,一级评论,343193,Sea_See,6,男,拜登：我是老了有点老年痴呆，但我不是蠢[笑],2024-11-16 08:55:27,0,0,联邦的机师都是怪物吗！？,浙江,是,http://i2.hdslb.com/bfs/face/cc3c52cecef2ee618757fa3c2f5bb221fbf3cc1b.jpg
141,0,247262537824,一级评论,4250329,久夜の杯子,6,保密,我真是演了4年。那可是真牛逼。这演技。薄纱好莱坞和国内小鲜肉[笑哭],2024-11-16 08:06:21,0,3,,河北,是,https://i1.hdslb.com/bfs/face/baeef6f4ffe99062e20f4438eadd79a6733f53de.jpg
142,0,246936504609,一级评论,387380564,阴雨过后便是晴天,5,保密,现在我更偏向于拜登确实是老了，精力不济，但不至于到老年痴呆的地步，之前的状态有一部分是压力大，还有一部分是装的，要不给他颁个奥斯卡什么的吧，把世界都骗过去了，整得这个活也太大了[笑哭]拜登和川普这波双赢，都赢麻了，做梦都没想到这俩人还能HE，6到家了，太精彩[笑哭],2024-11-16 08:00:13,5,90,,山东,是,https://i2.hdslb.com/bfs/face/cdd291aac3969920e425417527a7a351f983b859.jpg
143,246936504609,247078004033,二级评论,501299256,空条承太郎向你敬礼,5,保密,2016年就被民主党背刺了本来是该他的，结果因为奥巴马想用政治正确赢，你说吧！2020年还威胁了一波你想想你都隐退，结果重新强行把你拉回来了，为了小儿子，拜登估计砍了民主党，而且拜登也是mega派跟特朗普一样，你说他这不演,2024-11-18 00:16:17,0,1,,山西,否,https://i0.hdslb.com/bfs/face/568aad910feb5068fa4323ae4e9f7081c7d40bb8.jpg
144,247078004033,247150818129,二级评论,88536584,大威天龙耗油根,6,保密,"回复 @空条承太郎向你敬礼 :额。。。
maga吧",2024-11-18 18:45:05,0,0,"猛虎嗅蔷薇
天龙戏弱水",黑龙江,是,https://i2.hdslb.com/bfs/face/b42b5f119efd9cdd8ffe42223c057880691cd207.jpg
145,247078004033,247367298113,二级评论,347704187,卂枭拾伞戛剑以当隼銃,5,保密,回复 @空条承太郎向你敬礼 : mega进化,2024-11-21 13:13:54,0,0,望听者也能记住作词、作曲、编曲的名字，而非只留心歌手（￣▽￣）希望能曲线救中V,山东,是,https://i2.hdslb.com/bfs/face/cc07b6bca421fc2dbdbfee8e57e198c7939ff98b.jpg
146,247078004033,247970086528,二级评论,294791344,pafet,4,保密,回复 @空条承太郎向你敬礼 :mega是什么,2024-11-24 11:54:36,0,0,,黑龙江,否,https://i1.hdslb.com/bfs/face/189dea47516f8ac2ec057706c07b546cae667856.jpg
